207	Sistema de Relleno Sanitario	18.0387	-66.51714287	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 837-4569	Carretera PR-510	Juana Díaz	#7A7067	small	embassy	"(18.0387, -66.51714287)"
208	Sistema de Relleno Sanitario	18.2066	-66.63175663	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 828-1836	"Carretera PR-144 Km 10.5, Barrio Collores"	Jayuya	#7A7067	small	embassy	"(18.2066, -66.63175663)"
209	Sistema de Relleno Sanitario	18.4779	-67.04212995	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 600-3008		Isabela	#7A7067	small	embassy	"(18.4779, -67.04212995)"
210	Sistema de Relleno Sanitario	18.1311	-65.80859872	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 852-4444	"Carretera PR-923 Km 1.7, Barrio Buena Vista"	Humacao	#7A7067	small	embassy	"(18.1311, -65.80859872)"
211	Sistema de Relleno Sanitario	18.2507	-65.90696751	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 734-3070	"Carretera PR-185 Km 20.1, Barrio Gurabo Arriba"	Juncos	#7A7067	small	embassy	"(18.2507, -65.90696751)"
212	Sistema de Relleno Sanitario	18.151	-67.09756827	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 849-3530	"Carretera PR-338 Km 1.5, Barrio Jaguitas"	Hormigueros	#7A7067	small	embassy	"(18.151, -67.09756827)"
213	Sistema de Relleno Sanitario	17.9863	-66.1381409	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 864-0780	Carretera PR-7711	Guayama	#7A7067	small	embassy	"(17.9863, -66.1381409)"
214	Sistema de Relleno Sanitario	18.3662	-66.55510245	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 344-2757	Carretera PR-6642 Km 2.2	Florida	#7A7067	small	embassy	"(18.3662, -66.55510245)"
215	Sistema de Relleno Sanitario	18.2913	-65.67901289	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 801-0423	"Carretera PR-982 Km 4.9, Barrio Demajagua"	Fajardo	#7A7067	small	embassy	"(18.2913, -65.67901289)"
216	Sistema de Relleno Sanitario	18.322	-65.32129429	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 742-3174	"Carretera PR-251, Barrio Flamenco"	Culebra	#7A7067	small	embassy	"(18.322, -65.32129429)"
217	Sistema de Relleno Sanitario	18.1459	-66.10272495	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 738-3270	Carretera PR-184 Km 0.6	Cayey	#7A7067	small	embassy	"(18.1459, -66.10272495)"
218	Sistema de Relleno Sanitario	18.4085	-65.93739625	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 752-9171	Carretera PR-874 Km 1.7	Carolina	#7A7067	small	embassy	"(18.4085, -65.93739625)"
219	Sistema de Relleno Sanitario	17.9762	-67.15267339	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 851-1025	Carretera PR-303 Km 13.4	Cabo Rojo	#7A7067	small	embassy	"(17.9762, -67.15267339)"
220	Sistema de Relleno Sanitario	18.1974	-66.31141083	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 857-5539	Carretera PR-152	Barranquitas	#7A7067	small	embassy	"(18.1974, -66.31141083)"
221	Sistema de Relleno Sanitario	18.0047	-66.0477819	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 839-3489	Carretera PR-755 Km 1.0	Arroyo	#7A7067	small	embassy	"(18.0047, -66.0477819)"
222	Sistema de Relleno Sanitario	18.0174	-66.70218507	SRS	Sistema de Relleno Sanitario	Residuos industriales	(787) 836-3535	"Carretera PR-385, Barrio Tallaboa Saliente"	Peñuelas	#7A7067	small	embassy	"(18.0174, -66.70218507)"
223	Sistema de Relleno Sanitario	18.0132	-66.339623	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 219-2005	Carretera PR-543 Km 4.1	Santa Isabel	#7A7067	small	embassy	"(18.0132, -66.339623)"
196	Sistema de Relleno Sanitario	17.9975	-66.86331472	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(939) 856-0125	Carretera PR-335 Km 3.8	Yauco	#7A7067	small	embassy	"(17.9975, -66.86331472)"
195	Sistema de Relleno Sanitario	18.4659	-66.62115169	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 273-7639	Carretera PR-682 Km 10.6	Arecibo	#7A7067	small	embassy	"(18.4659, -66.62115169)"
197	Sistema de Relleno Sanitario	18.314	-67.1430388	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 826-6505	"Carretera PR-110 Km 0.1, Barrio Mar"	Añasco	#7A7067	small	embassy	"(18.314, -67.1430388)"
198	Sistema de Relleno Sanitario JAJA	18.1487	-65.41769795	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 741-1172	"Carretera PR-200, Barrio Bastimento"	Vieques	#7A7067	small	embassy	"(18.1487, -65.41769795)"
199	Sistema de Relleno Sanitario	18.4784	-66.35964366	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 858-6617	Carretera PR-688 Km 7.1	Vega Baja	#7A7067	small	embassy	"(18.4784, -66.35964366)"
200	Sistema de Relleno Sanitario	18.4217	-66.20450955	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 273-7639	Carretera PR-865 Km 4.2	Toa Baja	#7A7067	small	embassy	"(18.4217, -66.20450955)"
201	Sistema de Relleno Sanitario	18.3717	-66.26499616	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 870-6556	Carretera PR-165 Km 8.2	Toa Alta	#7A7067	small	embassy	"(18.3717, -66.26499616)"
202	Sistema de Relleno Sanitario	17.9577	-66.23629658	SRS	Sistema de Relleno Sanitario	Residuos sólidos	(787) 298-3887	Carretera PR-3 Km 152.7	Salinas	#7A7067	small	embassy	"(17.9577, -66.23629658)"
